name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,2092,180,1912,8.604206500956023,100.0
FanIn,1636,124,1512,7.579462102689487,68.88888888888889
CouplingBetweenObjects,2257,180,2077,7.9751883030571555,100.0
DepthOfInheritance,1337,107,1230,8.00299177262528,59.44444444444444
LackOfCohesionInMethods,1117,120,997,10.743061772605191,66.66666666666666
LinesOfCode,2264,180,2084,7.950530035335689,100.0
SourceLinesOfCode,2264,180,2084,7.950530035335689,100.0
CommentLinesOfCode,422,94,328,22.274881516587676,52.22222222222223
CommentDensity,422,94,328,22.274881516587676,52.22222222222223
NumberOfChildren,461,46,415,9.97830802603037,25.555555555555554
ResponseForClass,1559,174,1385,11.16100064143682,96.66666666666667
WeightedMethodCount,1459,171,1288,11.720356408498972,95.0
CyclomaticComplexity,1452,172,1280,11.84573002754821,95.55555555555556
DepthOfNesting,393,92,301,23.40966921119593,51.11111111111111
OutDegree,1286,167,1119,12.986003110419908,92.77777777777779
OutDegreeDistinct,1286,167,1119,12.986003110419908,92.77777777777779
PatternSize,393,92,301,23.40966921119593,51.11111111111111
NumberOfPatternVariables,306,84,222,27.450980392156865,46.666666666666664
ParadigmGiniFraction,978,132,846,13.496932515337424,73.33333333333333
