name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,406,68,338,16.748768472906402,78.16091954022988
Max stretch,1031,80,951,7.75945683802134,91.95402298850574
Min stretch,1031,80,951,7.75945683802134,91.95402298850574
Average stretch,1031,80,951,7.75945683802134,91.95402298850574
AvrParadigmEntropyBool,85,25,60,29.411764705882355,28.735632183908045
AvrParadigmGiniBool,740,55,685,7.4324324324324325,63.2183908045977
MaxParadigmEntropyBool,85,25,60,29.411764705882355,28.735632183908045
MaxParadigmGiniBool,740,55,685,7.4324324324324325,63.2183908045977
SumParadigmEntropyBool,85,25,60,29.411764705882355,28.735632183908045
SumParadigmGiniBool,740,55,685,7.4324324324324325,63.2183908045977
AvrParadigmEntropyCount,84,24,60,28.57142857142857,27.586206896551722
AvrParadigmGiniCount,740,55,685,7.4324324324324325,63.2183908045977
MaxParadigmEntropyCount,84,24,60,28.57142857142857,27.586206896551722
MaxParadigmGiniCount,740,55,685,7.4324324324324325,63.2183908045977
SumParadigmEntropyCount,84,24,60,28.57142857142857,27.586206896551722
SumParadigmGiniCount,740,55,685,7.4324324324324325,63.2183908045977
AvrParadigmEntropyFraction,10,0,10,0.0,0.0
AvrParadigmGiniFraction,829,59,770,7.117008443908324,67.81609195402298
MaxParadigmEntropyFraction,10,0,10,0.0,0.0
MaxParadigmGiniFraction,829,59,770,7.117008443908324,67.81609195402298
SumParadigmEntropyFraction,10,0,10,0.0,0.0
SumParadigmGiniFraction,829,59,770,7.117008443908324,67.81609195402298
