name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FunctionalScoreBool,9,24.002796963421545,21.562971049802474,81.5469778693161,8.115065513431079
HasCurrying,8,34.09887143263102,24.722052270173396,9.12594876112935,7.027401121472752
HasFunctionCalls,9,30.614743821272857,20.92894050579395,21.303830307950943,10.784833093427665
HasFunctionParameters,9,28.663291800588013,21.76626933079,20.741424656843908,8.95715046349305
HasFunctions,9,26.027080544777064,21.461309245172107,67.47074150586751,11.063375420481975
HasHigherOrderCalls,9,27.941219634672496,21.891257474162387,63.54575159502287,11.478627663127133
HasInnerVariableAssignment,9,36.143223696516905,23.479933233146266,14.587018407521494,8.720641591366853
HasLazyValues,9,43.7425645106692,25.506926744155933,12.692636886668643,14.665862156535102
HasMultipleParameterLists,9,28.892283991077793,23.5822233236603,36.8768800154585,20.325995222500804
HasNestedMethods,9,39.752151562331996,27.078844554812527,29.20243870847439,12.557340587865712
HasOuterVariableAssignment,9,30.10137766466761,22.14653545403372,10.96303411559267,12.075531495230534
HasOuterVariableUsage,9,33.65526226178874,20.8999827629039,16.75856155433236,11.181638467221862
HasPatternMatching,9,31.47538316896926,24.643764946949457,58.264846550352885,13.592124712302756
HasPointsBool,9,22.991063002223704,21.1149061928707,85.87013524059493,6.75311159191536
HasSideEffectCalls,9,31.46971639493062,21.46864686150281,46.53632577872062,20.033292669452027
HasSideEffectFunctions,9,40.78835814734114,22.967066898168234,16.79526056800158,11.008457315393107
HasSideEffects,9,28.97406268593964,20.704224788009224,55.34825440492001,22.127603714170636
HasVariableDefinitions,9,38.089711419486875,23.38195620607013,13.568262357699975,7.949542987585199
HasVariables,9,35.161686173322856,21.124516904776353,26.26569377069904,12.839936220895302
ImperativeScoreBool,9,29.008465882722174,20.71191431757234,56.70338273736229,21.994549782843226
IsFunction,9,24.84570264920935,23.213673383217525,6.884145379587259,6.811679719823132
IsNested,4,75.0,50.0,0.42258825588713966,0.6247360037773133
IsRecursive,9,37.802109294068984,26.402320781358185,8.81096785397048,10.192813645901213
IsSideEffect,9,25.624969619877135,20.253864175078533,29.92432840281103,20.15134482640617
ParadigmScoreBool,9,22.61215769857918,21.421530929021454,67.04501108672962,18.400604325318213
