name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1926,296,1630,15.36863966770509,100.0
FanIn,1561,264,1297,16.912235746316465,89.1891891891892
CouplingBetweenObjects,1936,296,1640,15.289256198347106,100.0
DepthOfInheritance,1599,173,1426,10.819262038774234,58.445945945945944
LackOfCohesionInMethods,724,225,499,31.077348066298345,76.01351351351352
LinesOfCode,1946,296,1650,15.210688591983557,100.0
SourceLinesOfCode,1946,296,1650,15.210688591983557,100.0
CommentLinesOfCode,416,227,189,54.567307692307686,76.6891891891892
CommentDensity,416,227,189,54.567307692307686,76.6891891891892
NumberOfChildren,391,173,218,44.24552429667519,58.445945945945944
ResponseForClass,1018,281,737,27.603143418467585,94.93243243243244
WeightedMethodCount,886,263,623,29.683972911963885,88.85135135135135
CyclomaticComplexity,886,263,623,29.683972911963885,88.85135135135135
DepthOfNesting,442,219,223,49.547511312217196,73.98648648648648
OutDegree,863,260,603,30.127462340672075,87.83783783783784
OutDegreeDistinct,863,260,603,30.127462340672075,87.83783783783784
PatternSize,442,219,223,49.547511312217196,73.98648648648648
NumberOfPatternVariables,387,212,175,54.78036175710594,71.62162162162163
ParadigmGiniFraction,741,216,525,29.1497975708502,72.97297297297297
