name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,670,101,569,15.074626865671641,100.0
FanIn,565,89,476,15.752212389380531,88.11881188118812
CouplingBetweenObjects,674,101,573,14.985163204747776,100.0
DepthOfInheritance,503,61,442,12.127236580516898,60.396039603960396
LackOfCohesionInMethods,246,65,181,26.422764227642276,64.35643564356435
LinesOfCode,674,101,573,14.985163204747776,100.0
SourceLinesOfCode,674,101,573,14.985163204747776,100.0
CommentLinesOfCode,138,61,77,44.20289855072464,60.396039603960396
CommentDensity,138,61,77,44.20289855072464,60.396039603960396
NumberOfChildren,171,46,125,26.900584795321635,45.54455445544555
ResponseForClass,401,90,311,22.443890274314214,89.10891089108911
WeightedMethodCount,335,81,254,24.17910447761194,80.19801980198021
CyclomaticComplexity,335,81,254,24.17910447761194,80.19801980198021
DepthOfNesting,118,56,62,47.45762711864407,55.44554455445545
OutDegree,320,78,242,24.375,77.22772277227723
OutDegreeDistinct,320,78,242,24.375,77.22772277227723
PatternSize,118,56,62,47.45762711864407,55.44554455445545
NumberOfPatternVariables,101,52,49,51.48514851485149,51.48514851485149
ParadigmGiniFraction,291,63,228,21.649484536082475,62.37623762376238
