commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,1,package controllers - class Study,0.0,677.0,1.0,677.0,1.0,677.0,1.0
HEAD,0,package opening - class OpeningSearchResult,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package opening - class OpeningSearch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package opening - object OpeningSearch,0.0,55.0,1.0,55.0,1.0,55.0,1.0
HEAD,1,package opening - object OpeningSearch - object tokenize,0.0,20.0,1.0,20.0,1.0,20.0,1.0
HEAD,1,package html - package tv - object index,0.0,55.0,1.0,55.0,1.0,55.0,1.0
HEAD,1,package opening - object show,0.0,68.0,1.0,68.0,1.0,68.0,1.0
HEAD,1,package oauth - class OAuthServer,2.0,27.0,0.5510204081632653,2.0,0.04081632653061224,17.333333333333332,0.3537414965986394
HEAD,0,package oauth - object OAuthServer,0.0,20.0,1.0,20.0,1.0,20.0,1.0
HEAD,0,package oauth - object OAuthServer - class AuthError,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package oauth - object OAuthServer - object MissingAuthorizationHeader,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package oauth - object OAuthServer - object NoSuchToken,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package oauth - object OAuthServer - class MissingScope,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package oauth - object OAuthServer - object NoSuchUser,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package oauth - object OAuthServer - object OneUserWithTwoTokens,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package oauth - object OAuthServer - object OriginBlocked,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,1,package i18n - object I18nKeys,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package i18n - object I18nKeys - object arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object emails,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object learn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object coordinates,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object study,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object clas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object contact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object patron,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object coach,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object broadcast,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object streamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object tfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
