name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CountCurrying,8,34.09887143263102,24.722052270173396,9.12594876112935,7.027401121472752
CountFunctionCalls,9,30.614743821272857,20.92894050579395,21.303830307950943,10.784833093427665
CountFunctionParameters,9,28.663291800588013,21.76626933079,20.741424656843908,8.95715046349305
CountFunctions,9,26.042239794056982,21.45036913811699,67.47074150586751,11.063375420481975
CountHigherOrderCalls,9,27.941219634672496,21.891257474162387,63.54575159502287,11.478627663127133
CountInnerVariableAssignment,9,36.143223696516905,23.479933233146266,14.587018407521494,8.720641591366853
CountLazyValues,9,43.7425645106692,25.506926744155933,12.692636886668643,14.665862156535102
CountNestedDepth,4,75.0,50.0,0.42258825588713966,0.6247360037773133
CountNestedMethods,9,39.752151562331996,27.078844554812527,29.20243870847439,12.557340587865712
CountOuterVariableAssignment,9,30.10137766466761,22.14653545403372,10.96303411559267,12.075531495230534
CountOuterVariableUsage,9,33.65526226178874,20.8999827629039,16.75856155433236,11.181638467221862
CountParameterLists,9,28.892283991077793,23.5822233236603,36.8768800154585,20.325995222500804
CountPatternMatching,9,31.47538316896926,24.643764946949457,58.264846550352885,13.592124712302756
CountRecursiveCalls,9,37.802109294068984,26.402320781358185,8.81096785397048,10.192813645901213
CountSideEffectCalls,9,31.46971639493062,21.46864686150281,46.53632577872062,20.033292669452027
CountSideEffectFunctions,9,40.78835814734114,22.967066898168234,16.79526056800158,11.008457315393107
CountSideEffects,9,28.429682328804827,20.242264840182173,53.539840339855594,22.837028720970522
CountVariableDefinitions,9,38.089711419486875,23.38195620607013,13.568262357699975,7.949542987585199
CountVariables,9,35.161686173322856,21.124516904776353,26.26569377069904,12.839936220895302
FunctionalScoreCount,9,24.008054746457102,21.559020728151097,81.5469778693161,8.115065513431079
HasPointsCount,9,23.000112845185967,21.109035763120534,85.87013524059493,6.75311159191536
ImperativeScoreCount,9,28.527328222656163,20.312672607442558,54.909617467434465,22.421131775372587
IsFunction,9,24.84570264920935,23.213673383217525,6.884145379587259,6.811679719823132
IsSideEffect,9,25.624969619877135,20.253864175078533,29.92432840281103,20.15134482640617
ParadigmScoreCount,9,22.62965254861903,21.29687367513917,64.69755643240934,12.318328523230418
