name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,6,0,6,0.0,0.0
IsNested,52,0,52,0.0,0.0
FractionFunctions,122,0,122,0.0,0.0
IsFunction,99,0,99,0.0,0.0
HasFunctionParameters,38,0,38,0.0,0.0
FractionHigherOrderCalls,25,0,25,0.0,0.0
FractionFunctionCalls,3,0,3,0.0,0.0
FractionCurrying,2,0,2,0.0,0.0
FractionPatternMatching,19,0,19,0.0,0.0
FractionLazyValues,55,0,55,0.0,0.0
HasMultipleParameterLists,74,0,74,0.0,0.0
FunctionalScoreFraction,352,0,352,0.0,0.0
FractionVariables,65,0,65,0.0,0.0
FractionOuterVariableUsage,65,0,65,0.0,0.0
FractionOuterVariableAssignment,35,0,35,0.0,0.0
FractionSideEffects,428,0,428,0.0,0.0
IsSideEffect,428,0,428,0.0,0.0
FractionSideEffectCalls,53,0,53,0.0,0.0
ImperativeScoreFraction,458,0,458,0.0,0.0
HasPointsFraction,787,0,787,0.0,0.0
ParadigmScoreFraction,764,0,764,0.0,0.0
