commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,1,package controllers - class Study,65.0,1.0,66.0,2.0,27.0,620.0,610.0,3.0,0.004893964110929853,0.0,100.0,92.0,92.0,142.0,651.0,125.0,145.0,41.0,-0.0,45.0
HEAD,0,package opening - class OpeningSearchResult,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package opening - class OpeningSearch,10.0,2.0,12.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,1,package opening - object OpeningSearch,34.0,2.0,36.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,30.0,2.0,2.0,6.0,13.0,2.0,7.0,2.0,-0.0,1.0
HEAD,1,package opening - object OpeningSearch - object tokenize,19.0,1.0,20.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,19.0,15.0,0.0,0.0,-0.0,2.0
HEAD,1,package html - package tv - object index,8.0,0.0,8.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,47.0,2.0,0.0,0.0,-0.0,0.0
HEAD,1,package opening - object show,6.0,0.0,6.0,0.0,0.0,66.0,65.0,1.0,0.015151515151515152,0.0,1.0,6.0,6.0,10.0,89.0,2.0,16.0,4.0,-0.0,0.0
HEAD,1,package oauth - class OAuthServer,31.0,12.0,43.0,0.0,1.0,45.0,44.0,0.0,0.0,0.0,16.0,11.0,11.0,13.0,49.0,18.0,13.0,4.0,-0.0,2.0
HEAD,0,package oauth - object OAuthServer,21.0,12.0,27.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package oauth - object OAuthServer - class AuthError,3.0,11.0,14.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package oauth - object OAuthServer - object MissingAuthorizationHeader,5.0,2.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package oauth - object OAuthServer - object NoSuchToken,5.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package oauth - object OAuthServer - class MissingScope,5.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package oauth - object OAuthServer - object NoSuchUser,5.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package oauth - object OAuthServer - object OneUserWithTwoTokens,5.0,2.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package oauth - object OAuthServer - object OriginBlocked,5.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package i18n - object I18nKeys,63.0,38.0,101.0,0.0,0.0,2368.0,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package i18n - object I18nKeys - object arena,3.0,3.0,6.0,0.0,0.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object emails,3.0,1.0,4.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object learn,3.0,2.0,5.0,0.0,0.0,175.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package i18n - object I18nKeys - object activity,3.0,1.0,4.0,0.0,0.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
