commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package teamSearch - class TeamSearchConfig,1.0,1.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,4,package teamSearch - class Env,19.0,4.0,23.0,0.0,2.0,31.0,24.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0,-0.0,2.0
HEAD,3,package teamSearch - class Env - method cli - <$anon: lila.common.Cli>,3.0,0.0,3.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,1,package teamSearch - class Env - <none>,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,18,package forum - class TopicApi,61.0,3.0,63.0,0.0,4.0,207.0,202.0,0.0,0.0,0.0,51.0,17.0,17.0,30.0,150.0,57.0,20.0,5.0,-0.0,9.0
HEAD,0,package forum - class TopicApi - object findDuplicate,13.0,2.0,14.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,-0.0,1.0
HEAD,16,package mod - class AssessApi,74.0,1.0,75.0,0.0,8.0,224.0,202.0,16.0,0.07339449541284404,0.0,78.0,46.0,46.0,23.0,218.0,85.0,29.0,4.0,-0.0,14.0
HEAD,13,package lila - package user - package object user,5.0,18.0,23.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,8,package html - package relay - object show,8.0,0.0,8.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,42.0,2.0,0.0,0.0,-0.0,0.0
HEAD,15,package user - object mod,41.0,3.0,44.0,0.0,0.0,787.0,764.0,2.0,0.0026109660574412533,0.0,35.0,36.0,36.0,33.0,1063.0,32.0,55.0,13.0,-0.0,6.0
HEAD,0,package search - class SearchConfig,2.0,2.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
