name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,8,29.22223585173464,22.27819605417824,39.34300022606425,16.85847248151387,0.20179032914821704,0.07876589872970516
CommentLinesOfCode,8,39.002791934148085,20.63070002971291,38.62014971869572,13.34541377439771,0.28787021866939366,0.08359751220079423
CouplingBetweenObjects,8,31.58011085474261,17.994158623565017,56.135871969391445,7.796899359892962,0.2983548677608797,0.08153759393564791
CyclomaticComplexity,8,34.15812339989356,20.875836088431388,50.54181300255896,7.05752171791776,0.29913681838044903,0.07011091218840206
DepthOfInheritance,8,16.538607130397413,16.470883506107146,58.369136218287125,14.35515964583854,0.0755692392218389,0.09325571920910829
DepthOfNesting,8,35.857744762926075,23.210893222711718,46.85423997264553,11.012623462246124,0.2913333880518374,0.06858901991905782
FanIn,8,17.916221672856075,13.015401045192242,27.18657787387026,5.447442137541169,0.06450674117122085,0.055659508485106354
FanOut,8,33.303483055028735,19.209583321154057,59.98307860922952,5.302569135651951,0.3290173151693117,0.09121363196308464
LackOfCohesionInMethods,8,24.5201002571919,17.239289134294765,38.39091554707689,9.161064926921034,0.16844506960075023,0.0853330180810523
LinesOfCode,8,40.112087890619705,20.14385806930737,56.467889970787255,6.407866238887989,0.379681958813716,0.08694107947627808
NumberOfChildren,8,15.75291150759102,13.013210198847936,47.737624445239625,32.12094818493939,0.03581755159411054,0.04032920776578373
NumberOfPatternVariables,8,38.73553524359068,21.53266502910946,42.10499511648494,9.1845929463806,0.3021664220233618,0.05954402349974162
OutDegree,8,34.60575865657175,21.3872818126847,54.335498330350255,7.603773223583095,0.31537559408295013,0.09313874633711948
OutDegreeDistinct,8,31.950480693675736,17.319771953548777,59.88659867173255,6.814910841866773,0.3160022761933425,0.07063501103933217
ParadigmEntropyFraction,8,0.0,0.0,0.0,0.0,0.0,0.0
ParadigmGiniFraction,8,20.036978126566662,17.53969045860928,68.46761143604743,5.7562108504257585,0.16560121188798613,0.06810723955007553
PatternSize,8,37.53005452164196,21.852930602929213,42.36071874365113,8.367981333667341,0.29435481857713575,0.06615718311028422
ResponseForClass,8,35.070937023305305,18.057928033549253,58.816782601951296,6.337289706187867,0.3412930809163445,0.062063172941600346
SourceLinesOfCode,8,39.161793881254376,19.71561257127471,55.400536368298845,7.006669723496292,0.36812285984511783,0.08334348056766118
WeightedMethodCount,8,34.66866567211837,19.06615035268347,50.823269235698795,1.8489421288759533,0.3093565135954251,0.05864163652688053
