commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,1,package internal - object BiConnect,37.0,83.0,0.20194647201946472,1.0,0.0024330900243309003,14.473684210526315,0.035215776667947236
HEAD,0,package chisel3 - class SpecifiedDirection,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object SpecifiedDirection,2.0,44.0,0.8979591836734694,4.0,0.08163265306122448,18.333333333333332,0.37414965986394555
HEAD,0,package chisel3 - object SpecifiedDirection - object Unspecified,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object SpecifiedDirection - object Output,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object SpecifiedDirection - object Input,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object SpecifiedDirection - object Flip,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - class ActualDirection,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection,0.0,68.0,1.0,68.0,1.0,68.0,1.0
HEAD,0,package chisel3 - object ActualDirection - object Empty,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection - object Unspecified,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection - object Output,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection - object Input,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection - class BidirectionalDirection,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection - object Default,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection - object Flipped,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object ActualDirection - class Bidirectional,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object cloneSupertype,5.0,29.0,0.6590909090909091,4.0,0.09090909090909091,12.166666666666666,0.2765151515151515
HEAD,0,package chisel3 - object getRecursiveFields,0.0,9.0,1.0,9.0,1.0,9.0,1.0
HEAD,0,package chisel3 - object getMatchedFields,4.0,20.0,0.5714285714285714,5.0,0.14285714285714285,11.0,0.3142857142857143
HEAD,0,package chisel3 - object chiselTypeOf,0.0,6.0,1.0,6.0,1.0,6.0,1.0
HEAD,0,package chisel3 - object Input,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package chisel3 - object Output,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package chisel3 - object Flipped,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,1,package chisel3 - class Data,34.0,94.0,0.16906474820143885,2.0,0.0035971223021582736,23.771428571428572,0.042754367934224054
HEAD,0,package chisel3 - object Data,2.0,126.0,0.8181818181818182,19.0,0.12337662337662338,58.0,0.37662337662337664
HEAD,0,package chisel3 - object Data - class ProbeInfo,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package chisel3 - object Data - class ConnectableDefault,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - object Data - class ConnectableVecDefault,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]>,0.0,48.0,1.0,48.0,1.0,48.0,1.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - class VecOptOps,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - class RecordOptGet,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package chisel3 - object Data - class DataEquality,2.0,34.0,0.5573770491803278,19.0,0.3114754098360656,27.0,0.4426229508196721
HEAD,0,package chisel3 - trait WireFactory,1.0,14.0,0.7,10.0,0.5,12.0,0.6
HEAD,0,package chisel3 - object Wire,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - trait WireDefaultImpl,2.0,37.0,0.7708333333333334,11.0,0.22916666666666666,20.666666666666668,0.4305555555555556
HEAD,0,package chisel3 - object WireDefault,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - object WireInit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - object DontCare,7.0,17.0,0.4594594594594595,2.0,0.05405405405405406,9.5,0.25675675675675674
HEAD,0,package chisel3 - class AliasedAggregateFieldException,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package chisel3 - class Aggregate,5.0,58.0,0.5225225225225225,13.0,0.11711711711711711,23.333333333333332,0.2102102102102102
HEAD,0,package chisel3 - trait VecFactory,2.0,17.0,0.68,7.0,0.28,11.0,0.44
HEAD,1,package chisel3 - class Vec,53.0,54.0,0.12244897959183673,1.0,0.0022675736961451248,13.666666666666666,0.030990173847316702
HEAD,0,package chisel3 - object VecInit,36.0,83.0,0.3360323886639676,1.0,0.004048582995951417,10.27027027027027,0.04158004158004158
HEAD,0,package chisel3 - trait VecLike,0.0,83.0,1.0,83.0,1.0,83.0,1.0
HEAD,0,package chisel3 - class Record,38.0,56.0,0.14893617021276595,1.0,0.0026595744680851063,14.666666666666666,0.03900709219858156
HEAD,0,package chisel3 - trait IgnoreSeqInBundle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - class AutoClonetypeException,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - package experimental - class BundleLiteralException,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - package experimental - class VecLiteralException,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - class Bundle,3.0,61.0,0.5350877192982456,10.0,0.08771929824561403,33.25,0.2916666666666667
HEAD,0,package core - trait Lookupable,0.0,20.0,1.0,20.0,1.0,20.0,1.0
HEAD,1,package core - object Lookupable,22.0,126.0,0.2630480167014614,2.0,0.0041753653444676405,25.434782608695652,0.05309975492420804
HEAD,0,package core - object Lookupable - class SimpleLookupable,0.0,6.0,1.0,6.0,1.0,6.0,1.0
HEAD,0,package core - object Lookupable - method lookupInstance - <$anon: chisel3.experimental.hierarchy.core.Lookupable[chisel3.experimental.hierarchy.core.Instance[B]]>,0.0,15.0,1.0,15.0,1.0,15.0,1.0
HEAD,0,package core - object Lookupable - method lookupModule - <$anon: chisel3.experimental.hierarchy.core.Lookupable[B]>,0.0,15.0,1.0,15.0,1.0,15.0,1.0
HEAD,0,package core - object Lookupable - method lookupData - <$anon: chisel3.experimental.hierarchy.core.Lookupable[B]>,0.0,35.0,1.0,35.0,1.0,35.0,1.0
HEAD,0,package core - object Lookupable - method lookupMem - <$anon: chisel3.experimental.hierarchy.core.Lookupable[B]>,0.0,9.0,1.0,9.0,1.0,9.0,1.0
HEAD,0,package core - object Lookupable - method lookupIterable - <$anon: chisel3.experimental.hierarchy.core.Lookupable[F[B]]>,0.0,12.0,1.0,12.0,1.0,12.0,1.0
HEAD,0,package core - object Lookupable - method lookupOption - <$anon: chisel3.experimental.hierarchy.core.Lookupable[Option[B]]>,0.0,12.0,1.0,12.0,1.0,12.0,1.0
HEAD,0,package core - object Lookupable - method lookupEither - <$anon: chisel3.experimental.hierarchy.core.Lookupable[Either[L R]]>,0.0,16.0,1.0,16.0,1.0,16.0,1.0
HEAD,0,package core - object Lookupable - method lookupTuple2 - <$anon: chisel3.experimental.hierarchy.core.Lookupable[(X  Y)]>,0.0,15.0,1.0,15.0,1.0,15.0,1.0
